State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,BALAGHAT,1997,Kharif,Maize,4600,4400
Madhya Pradesh,BALAGHAT,1998,Kharif,Maize,4500,6700
Madhya Pradesh,BALAGHAT,1998,Kharif,Rice,245200,230000
Madhya Pradesh,BALAGHAT,1999,Kharif,Maize,4587,7572
Madhya Pradesh,BALAGHAT,1999,Kharif,Rice,249741,333339
Madhya Pradesh,BALAGHAT,2000,Kharif,Maize,4579,7081
Madhya Pradesh,BALAGHAT,2000,Kharif,Rice,246559,209385
Madhya Pradesh,BALAGHAT,2001,Kharif,Maize,4462,10377
Madhya Pradesh,BALAGHAT,2001,Kharif,Rice,249479,358158
Madhya Pradesh,BALAGHAT,2001,Whole Year,Banana,16,168
Madhya Pradesh,BALAGHAT,2002,Kharif,Maize,4446,9525
Madhya Pradesh,BALAGHAT,2002,Kharif,Rice,247502,207801
Madhya Pradesh,BALAGHAT,2002,Whole Year,Banana,23,769
Madhya Pradesh,BALAGHAT,2002,Whole Year,Mango,115,0
Madhya Pradesh,BALAGHAT,2002,Whole Year,Papaya,1,73
Madhya Pradesh,BALAGHAT,2003,Kharif,Maize,4445,8237
Madhya Pradesh,BALAGHAT,2003,Kharif,Rice,252065,370435
Madhya Pradesh,BALAGHAT,2003,Whole Year,Banana,25,479
Madhya Pradesh,BALAGHAT,2003,Whole Year,Mango,109,0
Madhya Pradesh,BALAGHAT,2003,Whole Year,Orange,24,0
Madhya Pradesh,BALAGHAT,2003,Whole Year,Papaya,2,0
Madhya Pradesh,BALAGHAT,2004,Kharif,Maize,4380,7140
Madhya Pradesh,BALAGHAT,2004,Kharif,Rice,224800,246491
Madhya Pradesh,BALAGHAT,2005,Kharif,Maize,4435,8108
Madhya Pradesh,BALAGHAT,2005,Kharif,Rice,248696,365281
Madhya Pradesh,BALAGHAT,2006,Kharif,Jute,68,133
Madhya Pradesh,BALAGHAT,2006,Kharif,Maize,4358,4507
Madhya Pradesh,BALAGHAT,2006,Kharif,Rice,248652,299342
Madhya Pradesh,BALAGHAT,2006,Whole Year,Banana,25,863
Madhya Pradesh,BALAGHAT,2007,Kharif,Maize,4365,5713
Madhya Pradesh,BALAGHAT,2007,Kharif,Rice,249811,354236
Madhya Pradesh,BALAGHAT,2007,Whole Year,Banana,11,527
Madhya Pradesh,BALAGHAT,2008,Kharif,Maize,4189,5613
Madhya Pradesh,BALAGHAT,2008,Kharif,Rice,249835,275043
Madhya Pradesh,BALAGHAT,2008,Whole Year,Banana,24,923
Madhya Pradesh,BALAGHAT,2009,Whole Year,Banana,5,298
Madhya Pradesh,BALAGHAT,2009,Whole Year,Maize,4242,5047
Madhya Pradesh,BALAGHAT,2009,Whole Year,Rice,247791,338221
Madhya Pradesh,BALAGHAT,2010,Kharif,Maize,4269,6587
Madhya Pradesh,BALAGHAT,2010,Kharif,Rice,247865,353009
Madhya Pradesh,BALAGHAT,2010,Whole Year,Banana,4,190
Madhya Pradesh,BALAGHAT,2011,Kharif,Maize,4276,5360
Madhya Pradesh,BALAGHAT,2011,Kharif,Rice,255517,346073
Madhya Pradesh,BALAGHAT,2011,Whole Year,Banana,16,760
Madhya Pradesh,BALAGHAT,2012,Kharif,Maize,4233,9945
Madhya Pradesh,BALAGHAT,2012,Kharif,Rice,260767,486464
Madhya Pradesh,BALAGHAT,2012,Whole Year,Banana,11,141
Madhya Pradesh,BALAGHAT,2013,Kharif,Maize,4292,7377
Madhya Pradesh,BALAGHAT,2013,Kharif,Rice,258647,434079
Madhya Pradesh,BALAGHAT,2013,Whole Year,Banana,16,1742
Madhya Pradesh,BARWANI,1998,Kharif,Maize,30200,39800
Madhya Pradesh,BARWANI,1998,Kharif,Rice,3200,1400
Madhya Pradesh,BARWANI,1999,Kharif,Maize,31454,28249
Madhya Pradesh,BARWANI,1999,Kharif,Rice,2994,1529
Madhya Pradesh,BARWANI,2000,Kharif,Maize,32442,38219
Madhya Pradesh,BARWANI,2000,Kharif,Rice,2739,874
Madhya Pradesh,BARWANI,2001,Kharif,Maize,33240,66096
Madhya Pradesh,BARWANI,2001,Kharif,Rice,2596,1092
Madhya Pradesh,BARWANI,2001,Whole Year,Banana,660,12673
Madhya Pradesh,BARWANI,2002,Kharif,Maize,34241,59876
Madhya Pradesh,BARWANI,2002,Kharif,Rice,2494,1239
Madhya Pradesh,BARWANI,2002,Whole Year,Banana,656,13469
Madhya Pradesh,BARWANI,2002,Whole Year,Mango,15,0
Madhya Pradesh,BARWANI,2002,Whole Year,Papaya,86,1871
Madhya Pradesh,BARWANI,2003,Kharif,Maize,35841,60232
Madhya Pradesh,BARWANI,2003,Kharif,Rice,2504,1497
Madhya Pradesh,BARWANI,2003,Whole Year,Banana,585,11721
Madhya Pradesh,BARWANI,2003,Whole Year,Mango,7,0
Madhya Pradesh,BARWANI,2003,Whole Year,Orange,9,0
Madhya Pradesh,BARWANI,2003,Whole Year,Papaya,74,3674
Madhya Pradesh,BARWANI,2004,Kharif,Maize,35503,32390
Madhya Pradesh,BARWANI,2004,Kharif,Rice,2297,1034
Madhya Pradesh,BARWANI,2005,Kharif,Maize,33857,32824
Madhya Pradesh,BARWANI,2005,Kharif,Rice,2230,757
Madhya Pradesh,BARWANI,2006,Kharif,Jute,313,289
Madhya Pradesh,BARWANI,2006,Kharif,Maize,33575,24415
Madhya Pradesh,BARWANI,2006,Kharif,Rice,2236,869
Madhya Pradesh,BARWANI,2006,Whole Year,Banana,403,5130
Madhya Pradesh,BARWANI,2007,Kharif,Maize,32591,34789
Madhya Pradesh,BARWANI,2007,Kharif,Rice,2121,862
Madhya Pradesh,BARWANI,2007,Whole Year,Banana,260,7910
Madhya Pradesh,BARWANI,2008,Kharif,Maize,32136,35119
Madhya Pradesh,BARWANI,2008,Kharif,Rice,2328,807
Madhya Pradesh,BARWANI,2008,Whole Year,Banana,114,2886
Madhya Pradesh,BARWANI,2009,Whole Year,Banana,215,7097
Madhya Pradesh,BARWANI,2009,Whole Year,Maize,31887,29881
Madhya Pradesh,BARWANI,2009,Whole Year,Rice,1926,759
Madhya Pradesh,BARWANI,2010,Kharif,Maize,33178,44792
Madhya Pradesh,BARWANI,2010,Kharif,Rice,1476,1090
Madhya Pradesh,BARWANI,2010,Whole Year,Banana,158,4032
Madhya Pradesh,BARWANI,2011,Kharif,Maize,35197,49728
Madhya Pradesh,BARWANI,2011,Kharif,Rice,1363,1168
Madhya Pradesh,BARWANI,2011,Whole Year,Banana,386,7903
Madhya Pradesh,BARWANI,2012,Kharif,Maize,39285,244209
Madhya Pradesh,BARWANI,2012,Kharif,Rice,1158,1213
Madhya Pradesh,BARWANI,2012,Whole Year,Banana,500,17126
Madhya Pradesh,BARWANI,2013,Kharif,Maize,39586,133331
Madhya Pradesh,BARWANI,2013,Kharif,Rice,1092,414
Madhya Pradesh,BARWANI,2013,Whole Year,Banana,546,30318
Madhya Pradesh,BETUL,1997,Kharif,Maize,18300,22700
Madhya Pradesh,BETUL,1998,Kharif,Maize,20400,30500
Madhya Pradesh,BETUL,1998,Kharif,Rice,30500,23800
Madhya Pradesh,BETUL,1999,Kharif,Maize,22000,39361
Madhya Pradesh,BETUL,1999,Kharif,Rice,34904,42447
Madhya Pradesh,BETUL,2000,Kharif,Maize,24429,72854
Madhya Pradesh,BETUL,2000,Kharif,Rice,41920,25430
Madhya Pradesh,BETUL,2001,Kharif,Maize,26597,60463
Madhya Pradesh,BETUL,2001,Kharif,Rice,43272,38114
Madhya Pradesh,BETUL,2001,Whole Year,Banana,3,39
Madhya Pradesh,BETUL,2002,Kharif,Maize,32081,71261
Madhya Pradesh,BETUL,2002,Kharif,Rice,41040,27970
Madhya Pradesh,BETUL,2002,Whole Year,Banana,4,74
Madhya Pradesh,BETUL,2002,Whole Year,Mango,17,0
Madhya Pradesh,BETUL,2003,Kharif,Maize,42175,85079
Madhya Pradesh,BETUL,2003,Kharif,Rice,41015,41700
Madhya Pradesh,BETUL,2003,Whole Year,Banana,2,38
Madhya Pradesh,BETUL,2003,Whole Year,Mango,17,0
Madhya Pradesh,BETUL,2003,Whole Year,Orange,374,0
Madhya Pradesh,BETUL,2004,Kharif,Maize,44540,72050
Madhya Pradesh,BETUL,2004,Kharif,Rice,41160,31475
Madhya Pradesh,BETUL,2005,Kharif,Maize,45095,71998
Madhya Pradesh,BETUL,2005,Kharif,Rice,42176,37968
Madhya Pradesh,BETUL,2006,Kharif,Jute,39,83
Madhya Pradesh,BETUL,2006,Kharif,Maize,48000,50583
Madhya Pradesh,BETUL,2006,Kharif,Rice,40742,40065
Madhya Pradesh,BETUL,2007,Kharif,Maize,46266,63540
Madhya Pradesh,BETUL,2007,Kharif,Rice,43886,46121
Madhya Pradesh,BETUL,2008,Kharif,Maize,42507,59766
Madhya Pradesh,BETUL,2008,Kharif,Rice,42970,45223
Madhya Pradesh,BETUL,2009,Whole Year,Maize,46594,59027
Madhya Pradesh,BETUL,2009,Whole Year,Rice,44079,46212
Madhya Pradesh,BETUL,2010,Kharif,Maize,48508,75842
Madhya Pradesh,BETUL,2010,Kharif,Rice,43688,60801
Madhya Pradesh,BETUL,2011,Kharif,Maize,49569,72174
Madhya Pradesh,BETUL,2011,Kharif,Rice,42539,67005
Madhya Pradesh,BETUL,2012,Kharif,Maize,50251,175854
Madhya Pradesh,BETUL,2012,Kharif,Rice,44860,121756
Madhya Pradesh,BETUL,2012,Whole Year,Banana,2,
Madhya Pradesh,BETUL,2013,Kharif,Maize,53778,67442
Madhya Pradesh,BETUL,2013,Kharif,Rice,43844,98853
Madhya Pradesh,BHIND,1998,Kharif,Rice,13900,8900
Madhya Pradesh,BHIND,1999,Kharif,Maize,5,8
Madhya Pradesh,BHIND,1999,Kharif,Rice,13700,29710
Madhya Pradesh,BHIND,2000,Kharif,Rice,14034,13239
Madhya Pradesh,BHIND,2001,Kharif,Maize,40,81
Madhya Pradesh,BHIND,2001,Kharif,Rice,15710,33464
Madhya Pradesh,BHIND,2002,Kharif,Maize,3,7
Madhya Pradesh,BHIND,2002,Kharif,Rice,6064,14153
Madhya Pradesh,BHIND,2002,Whole Year,Papaya,6,0
Madhya Pradesh,BHIND,2003,Kharif,Maize,4,8
Madhya Pradesh,BHIND,2003,Kharif,Rice,1339,3468
Madhya Pradesh,BHIND,2003,Whole Year,Papaya,6,324
Madhya Pradesh,BHIND,2004,Kharif,Maize,134,215
Madhya Pradesh,BHIND,2004,Kharif,Rice,1797,4098
Madhya Pradesh,BHIND,2005,Kharif,Rice,3729,7840
Madhya Pradesh,BHIND,2006,Kharif,Jute,2,6
Madhya Pradesh,BHIND,2006,Kharif,Rice,410,829
Madhya Pradesh,BHIND,2007,Kharif,Maize,3,2
Madhya Pradesh,BHIND,2007,Kharif,Rice,320,587
Madhya Pradesh,BHIND,2008,Kharif,Maize,2,2
Madhya Pradesh,BHIND,2008,Kharif,Rice,10279,17879
Madhya Pradesh,BHIND,2009,Whole Year,Maize,1,1
Madhya Pradesh,BHIND,2009,Whole Year,Rice,1627,3475
Madhya Pradesh,BHIND,2010,Kharif,Maize,42,50
Madhya Pradesh,BHIND,2010,Kharif,Rice,5616,15345
Madhya Pradesh,BHIND,2011,Kharif,Rice,5717,18814
Madhya Pradesh,BHIND,2012,Kharif,Rice,4623,12471
Madhya Pradesh,BHIND,2013,Kharif,Rice,4800,20805
Madhya Pradesh,BHOPAL,1997,Kharif,Maize,2100,1200
Madhya Pradesh,BHOPAL,1998,Kharif,Maize,2100,2100
Madhya Pradesh,BHOPAL,1998,Kharif,Rice,600,300
Madhya Pradesh,BHOPAL,1999,Kharif,Maize,2116,2683
Madhya Pradesh,BHOPAL,1999,Kharif,Rice,617,485
Madhya Pradesh,BHOPAL,2000,Kharif,Maize,2171,3407
Madhya Pradesh,BHOPAL,2000,Kharif,Rice,662,396
Madhya Pradesh,BHOPAL,2001,Kharif,Maize,2341,3946
Madhya Pradesh,BHOPAL,2001,Kharif,Rice,634,407
Madhya Pradesh,BHOPAL,2002,Kharif,Maize,2662,4906
Madhya Pradesh,BHOPAL,2002,Kharif,Rice,699,426
Madhya Pradesh,BHOPAL,2002,Whole Year,Mango,94,0
Madhya Pradesh,BHOPAL,2002,Whole Year,Papaya,1,0
Madhya Pradesh,BHOPAL,2003,Kharif,Maize,2926,4584
Madhya Pradesh,BHOPAL,2003,Kharif,Rice,593,410
Madhya Pradesh,BHOPAL,2003,Whole Year,Mango,75,0
Madhya Pradesh,BHOPAL,2003,Whole Year,Orange,2,0
Madhya Pradesh,BHOPAL,2003,Whole Year,Papaya,2,0
Madhya Pradesh,BHOPAL,2004,Kharif,Maize,2938,3819
Madhya Pradesh,BHOPAL,2004,Kharif,Rice,601,376
Madhya Pradesh,BHOPAL,2005,Kharif,Maize,2851,3434
Madhya Pradesh,BHOPAL,2005,Kharif,Rice,588,382
Madhya Pradesh,BHOPAL,2006,Kharif,Jute,44,83
Madhya Pradesh,BHOPAL,2006,Kharif,Maize,2828,2474
Madhya Pradesh,BHOPAL,2006,Kharif,Rice,599,411
Madhya Pradesh,BHOPAL,2007,Kharif,Maize,3031,3508
Madhya Pradesh,BHOPAL,2007,Kharif,Rice,564,416
Madhya Pradesh,BHOPAL,2008,Kharif,Maize,2851,3280
Madhya Pradesh,BHOPAL,2008,Kharif,Rice,522,365
Madhya Pradesh,BHOPAL,2009,Whole Year,Maize,2756,2774
Madhya Pradesh,BHOPAL,2009,Whole Year,Rice,503,345
Madhya Pradesh,BHOPAL,2010,Kharif,Maize,2682,3800
Madhya Pradesh,BHOPAL,2010,Kharif,Rice,461,437
Madhya Pradesh,BHOPAL,2011,Kharif,Maize,2803,3831
Madhya Pradesh,BHOPAL,2011,Kharif,Rice,460,760
Madhya Pradesh,BHOPAL,2012,Kharif,Maize,2590,5845
Madhya Pradesh,BHOPAL,2012,Kharif,Rice,683,776
Madhya Pradesh,BHOPAL,2013,Kharif,Maize,2223,1684
Madhya Pradesh,BHOPAL,2013,Kharif,Rice,522,678
Madhya Pradesh,BURHANPUR,2003,Kharif,Maize,2001,6846
Madhya Pradesh,BURHANPUR,2003,Kharif,Rice,4241,4455
Madhya Pradesh,BURHANPUR,2003,Whole Year,Banana,13840,408724
Madhya Pradesh,BURHANPUR,2003,Whole Year,Mango,12,0
Madhya Pradesh,BURHANPUR,2003,Whole Year,Orange,7,0
Madhya Pradesh,BURHANPUR,2003,Whole Year,Papaya,43,144
Madhya Pradesh,BURHANPUR,2004,Kharif,Maize,2054,3598
Madhya Pradesh,BURHANPUR,2004,Kharif,Rice,3478,3764
Madhya Pradesh,BURHANPUR,2005,Kharif,Maize,2846,6047
Madhya Pradesh,BURHANPUR,2005,Kharif,Rice,3098,3194
Madhya Pradesh,BURHANPUR,2006,Kharif,Jute,63,139
Madhya Pradesh,BURHANPUR,2006,Kharif,Maize,3334,4542
Madhya Pradesh,BURHANPUR,2006,Kharif,Rice,2888,3122
Madhya Pradesh,BURHANPUR,2006,Whole Year,Banana,13486,439247
Madhya Pradesh,BURHANPUR,2007,Kharif,Maize,3545,6112
Madhya Pradesh,BURHANPUR,2007,Kharif,Rice,2277,2743
Madhya Pradesh,BURHANPUR,2007,Whole Year,Banana,6832,438136
Madhya Pradesh,BURHANPUR,2008,Kharif,Maize,4233,7692
Madhya Pradesh,BURHANPUR,2008,Kharif,Rice,2284,2184
Madhya Pradesh,BURHANPUR,2008,Whole Year,Banana,7334,377611
Madhya Pradesh,BURHANPUR,2009,Whole Year,Banana,7336,467962
Madhya Pradesh,BURHANPUR,2009,Whole Year,Maize,4653,7510
Madhya Pradesh,BURHANPUR,2009,Whole Year,Rice,1826,1733
Madhya Pradesh,BURHANPUR,2010,Kharif,Maize,5145,11165
Madhya Pradesh,BURHANPUR,2010,Kharif,Rice,1671,2461
Madhya Pradesh,BURHANPUR,2010,Whole Year,Banana,7633,416751
Madhya Pradesh,BURHANPUR,2011,Kharif,Maize,6132,11528
Madhya Pradesh,BURHANPUR,2011,Kharif,Rice,1550,2412
Madhya Pradesh,BURHANPUR,2011,Whole Year,Banana,15830,567197
Madhya Pradesh,BURHANPUR,2012,Kharif,Maize,7530,31614
Madhya Pradesh,BURHANPUR,2012,Kharif,Rice,904,1507
Madhya Pradesh,BURHANPUR,2012,Whole Year,Banana,16536,605427
Madhya Pradesh,BURHANPUR,2013,Kharif,Maize,9176,41007
Madhya Pradesh,BURHANPUR,2013,Kharif,Rice,919,909
Madhya Pradesh,BURHANPUR,2013,Whole Year,Banana,17000,1414642
Madhya Pradesh,CHHATARPUR,1997,Kharif,Maize,700,600
Madhya Pradesh,CHHATARPUR,1998,Kharif,Maize,900,900
Madhya Pradesh,CHHATARPUR,1998,Kharif,Rice,18800,10100
Madhya Pradesh,CHHATARPUR,1999,Kharif,Maize,667,699
Madhya Pradesh,CHHATARPUR,1999,Kharif,Rice,19505,20393
Madhya Pradesh,CHHATARPUR,2000,Kharif,Maize,621,538
Madhya Pradesh,CHHATARPUR,2000,Kharif,Rice,18249,8362
Madhya Pradesh,CHHATARPUR,2001,Kharif,Maize,644,691
Madhya Pradesh,CHHATARPUR,2001,Kharif,Rice,17373,11855
Madhya Pradesh,CHHATARPUR,2001,Whole Year,Banana,6,169
Madhya Pradesh,CHHATARPUR,2002,Kharif,Maize,647,543
Madhya Pradesh,CHHATARPUR,2002,Kharif,Rice,14845,6585
Madhya Pradesh,CHHATARPUR,2002,Whole Year,Banana,6,166
Madhya Pradesh,CHHATARPUR,2002,Whole Year,Mango,32,0
Madhya Pradesh,CHHATARPUR,2002,Whole Year,Papaya,62,0
Madhya Pradesh,CHHATARPUR,2003,Kharif,Maize,675,797
Madhya Pradesh,CHHATARPUR,2003,Kharif,Rice,16219,13881
Madhya Pradesh,CHHATARPUR,2003,Whole Year,Banana,4,0
Madhya Pradesh,CHHATARPUR,2003,Whole Year,Mango,27,0
Madhya Pradesh,CHHATARPUR,2003,Whole Year,Orange,3,0
Madhya Pradesh,CHHATARPUR,2003,Whole Year,Papaya,72,1892
Madhya Pradesh,CHHATARPUR,2004,Kharif,Maize,730,664
Madhya Pradesh,CHHATARPUR,2004,Kharif,Rice,15682,10424
Madhya Pradesh,CHHATARPUR,2005,Kharif,Maize,693,600
Madhya Pradesh,CHHATARPUR,2005,Kharif,Rice,15080,9702
Madhya Pradesh,CHHATARPUR,2006,Kharif,Jute,797,983
Madhya Pradesh,CHHATARPUR,2006,Kharif,Maize,611,309
Madhya Pradesh,CHHATARPUR,2006,Kharif,Rice,11865,5017
Madhya Pradesh,CHHATARPUR,2006,Whole Year,Banana,5,
Madhya Pradesh,CHHATARPUR,2007,Kharif,Maize,686,430
Madhya Pradesh,CHHATARPUR,2007,Kharif,Rice,11344,3644
Madhya Pradesh,CHHATARPUR,2008,Kharif,Maize,761,520
Madhya Pradesh,CHHATARPUR,2008,Kharif,Rice,11323,7426
Madhya Pradesh,CHHATARPUR,2009,Whole Year,Maize,794,462
Madhya Pradesh,CHHATARPUR,2009,Whole Year,Rice,9707,4427
Madhya Pradesh,CHHATARPUR,2010,Kharif,Maize,781,480
Madhya Pradesh,CHHATARPUR,2010,Kharif,Rice,8872,5538
Madhya Pradesh,CHHATARPUR,2010,Whole Year,Banana,1,27
Madhya Pradesh,CHHATARPUR,2011,Kharif,Maize,824,329
Madhya Pradesh,CHHATARPUR,2011,Kharif,Rice,7242,6445
Madhya Pradesh,CHHATARPUR,2011,Whole Year,Banana,1,
Madhya Pradesh,CHHATARPUR,2012,Kharif,Maize,563,305
Madhya Pradesh,CHHATARPUR,2012,Kharif,Rice,5791,2167
Madhya Pradesh,CHHATARPUR,2012,Whole Year,Banana,1,
Madhya Pradesh,CHHATARPUR,2013,Kharif,Maize,530,411
Madhya Pradesh,CHHATARPUR,2013,Kharif,Rice,5369,4745
Madhya Pradesh,CHHATARPUR,2013,Whole Year,Banana,1,
Madhya Pradesh,CHHINDWARA,1997,Kharif,Maize,53600,145800
Madhya Pradesh,CHHINDWARA,1998,Kharif,Maize,55400,125300
Madhya Pradesh,CHHINDWARA,1998,Kharif,Rice,20100,8600
Madhya Pradesh,CHHINDWARA,1999,Kharif,Maize,84298,188815
Madhya Pradesh,CHHINDWARA,1999,Kharif,Rice,25405,21098
Madhya Pradesh,CHHINDWARA,2000,Kharif,Maize,70082,158540
Madhya Pradesh,CHHINDWARA,2000,Kharif,Rice,24750,11002
Madhya Pradesh,CHHINDWARA,2001,Kharif,Maize,80696,160066
Madhya Pradesh,CHHINDWARA,2001,Kharif,Rice,25426,11317
Madhya Pradesh,CHHINDWARA,2001,Whole Year,Banana,2,177
Madhya Pradesh,CHHINDWARA,2002,Kharif,Maize,73579,196085
Madhya Pradesh,CHHINDWARA,2002,Kharif,Rice,25431,10972
Madhya Pradesh,CHHINDWARA,2002,Whole Year,Banana,1,0
Madhya Pradesh,CHHINDWARA,2003,Kharif,Maize,81991,241910
Madhya Pradesh,CHHINDWARA,2003,Kharif,Rice,24282,21091
Madhya Pradesh,CHHINDWARA,2003,Whole Year,Banana,1,84
Madhya Pradesh,CHHINDWARA,2003,Whole Year,Orange,8603,0
Madhya Pradesh,CHHINDWARA,2004,Kharif,Maize,76013,158535
Madhya Pradesh,CHHINDWARA,2004,Kharif,Rice,22682,15223
Madhya Pradesh,CHHINDWARA,2005,Kharif,Maize,74553,139936
Madhya Pradesh,CHHINDWARA,2005,Kharif,Rice,21568,16485
Madhya Pradesh,CHHINDWARA,2006,Kharif,Jute,333,1072
Madhya Pradesh,CHHINDWARA,2006,Kharif,Maize,85132,158203
Madhya Pradesh,CHHINDWARA,2006,Kharif,Rice,20557,16671
Madhya Pradesh,CHHINDWARA,2006,Whole Year,Banana,5,368
Madhya Pradesh,CHHINDWARA,2007,Kharif,Maize,92126,216648
Madhya Pradesh,CHHINDWARA,2007,Kharif,Rice,20459,18175
Madhya Pradesh,CHHINDWARA,2007,Whole Year,Banana,3,198
Madhya Pradesh,CHHINDWARA,2008,Kharif,Maize,87069,190062
Madhya Pradesh,CHHINDWARA,2008,Kharif,Rice,19254,14490
Madhya Pradesh,CHHINDWARA,2009,Whole Year,Maize,88881,233125
Madhya Pradesh,CHHINDWARA,2009,Whole Year,Rice,18751,14240
Madhya Pradesh,CHHINDWARA,2010,Kharif,Maize,94379,279101
Madhya Pradesh,CHHINDWARA,2010,Kharif,Rice,18316,30176
Madhya Pradesh,CHHINDWARA,2011,Kharif,Maize,124799,516395
Madhya Pradesh,CHHINDWARA,2011,Kharif,Rice,18142,39481
Madhya Pradesh,CHHINDWARA,2011,Whole Year,Banana,3,151
Madhya Pradesh,CHHINDWARA,2012,Kharif,Maize,134979,483900
Madhya Pradesh,CHHINDWARA,2012,Kharif,Rice,13938,38372
Madhya Pradesh,CHHINDWARA,2012,Whole Year,Banana,2,
Madhya Pradesh,CHHINDWARA,2013,Kharif,Maize,154251,173173
Madhya Pradesh,CHHINDWARA,2013,Kharif,Rice,13808,28052
Madhya Pradesh,DAMOH,1997,Kharif,Maize,2100,2600
Madhya Pradesh,DAMOH,1998,Kharif,Maize,2200,2900
Madhya Pradesh,DAMOH,1998,Kharif,Rice,52600,23600
Madhya Pradesh,DAMOH,1999,Kharif,Maize,2129,3454
Madhya Pradesh,DAMOH,1999,Kharif,Rice,53285,44539
Madhya Pradesh,DAMOH,2000,Kharif,Maize,2171,3847
Madhya Pradesh,DAMOH,2000,Kharif,Rice,53995,23001
Madhya Pradesh,DAMOH,2001,Kharif,Maize,2242,4992
Madhya Pradesh,DAMOH,2001,Kharif,Rice,55098,34422
Madhya Pradesh,DAMOH,2002,Kharif,Maize,2155,3912
Madhya Pradesh,DAMOH,2002,Kharif,Rice,51902,15126
Madhya Pradesh,DAMOH,2002,Whole Year,Banana,4,0
Madhya Pradesh,DAMOH,2002,Whole Year,Papaya,11,0
Madhya Pradesh,DAMOH,2003,Kharif,Maize,2045,4439
Madhya Pradesh,DAMOH,2003,Kharif,Rice,52592,40951
Madhya Pradesh,DAMOH,2003,Whole Year,Banana,4,0
Madhya Pradesh,DAMOH,2003,Whole Year,Papaya,11,0
Madhya Pradesh,DAMOH,2004,Kharif,Maize,2098,3486
Madhya Pradesh,DAMOH,2004,Kharif,Rice,53227,36549
Madhya Pradesh,DAMOH,2005,Kharif,Maize,2009,3517
Madhya Pradesh,DAMOH,2005,Kharif,Rice,53298,34397
Madhya Pradesh,DAMOH,2006,Kharif,Maize,2019,2225
Madhya Pradesh,DAMOH,2006,Kharif,Rice,53262,28778
Madhya Pradesh,DAMOH,2007,Kharif,Maize,1923,2423
Madhya Pradesh,DAMOH,2007,Kharif,Rice,53919,31075
Madhya Pradesh,DAMOH,2007,Whole Year,Banana,2,64
Madhya Pradesh,DAMOH,2008,Kharif,Maize,2089,3800
Madhya Pradesh,DAMOH,2008,Kharif,Rice,56255,43443
Madhya Pradesh,DAMOH,2009,Whole Year,Banana,3,139
Madhya Pradesh,DAMOH,2009,Whole Year,Maize,2138,3630
Madhya Pradesh,DAMOH,2009,Whole Year,Rice,55599,37500
Madhya Pradesh,DAMOH,2010,Kharif,Maize,1753,3534
Madhya Pradesh,DAMOH,2010,Kharif,Rice,50196,51888
Madhya Pradesh,DAMOH,2010,Whole Year,Banana,1,18
Madhya Pradesh,DAMOH,2011,Kharif,Maize,1769,3090
Madhya Pradesh,DAMOH,2011,Kharif,Rice,53261,57884
Madhya Pradesh,DAMOH,2011,Whole Year,Banana,1,26
Madhya Pradesh,DAMOH,2012,Kharif,Maize,1789,4679
Madhya Pradesh,DAMOH,2012,Kharif,Rice,56299,55933
Madhya Pradesh,DAMOH,2012,Whole Year,Banana,1,32
Madhya Pradesh,DAMOH,2013,Kharif,Maize,1681,2436
Madhya Pradesh,DAMOH,2013,Kharif,Rice,55634,62313
Madhya Pradesh,DATIA,1997,Kharif,Maize,500,500
Madhya Pradesh,DATIA,1998,Kharif,Maize,500,600
Madhya Pradesh,DATIA,1998,Kharif,Rice,600,400
Madhya Pradesh,DATIA,1999,Kharif,Maize,534,772
Madhya Pradesh,DATIA,1999,Kharif,Rice,1206,1735
Madhya Pradesh,DATIA,2000,Kharif,Maize,544,719
Madhya Pradesh,DATIA,2000,Kharif,Rice,2024,1855
Madhya Pradesh,DATIA,2001,Kharif,Maize,897,1622
Madhya Pradesh,DATIA,2001,Kharif,Rice,1978,2261
Madhya Pradesh,DATIA,2002,Kharif,Maize,651,778
Madhya Pradesh,DATIA,2002,Kharif,Rice,1166,769
Madhya Pradesh,DATIA,2002,Whole Year,Mango,3,0
Madhya Pradesh,DATIA,2002,Whole Year,Papaya,6,159
Madhya Pradesh,DATIA,2003,Kharif,Maize,1234,1661
Madhya Pradesh,DATIA,2003,Kharif,Rice,1385,1981
Madhya Pradesh,DATIA,2003,Whole Year,Mango,5,0
Madhya Pradesh,DATIA,2003,Whole Year,Papaya,3,0
Madhya Pradesh,DATIA,2004,Kharif,Maize,1257,932
Madhya Pradesh,DATIA,2004,Kharif,Rice,1754,1147
Madhya Pradesh,DATIA,2005,Kharif,Maize,1219,1546
Madhya Pradesh,DATIA,2005,Kharif,Rice,1681,1592
Madhya Pradesh,DATIA,2006,Kharif,Jute,5,11
Madhya Pradesh,DATIA,2006,Kharif,Maize,1408,1036
Madhya Pradesh,DATIA,2006,Kharif,Rice,1455,1230
Madhya Pradesh,DATIA,2007,Kharif,Maize,916,754
Madhya Pradesh,DATIA,2007,Kharif,Rice,1528,1369
Madhya Pradesh,DATIA,2008,Kharif,Maize,2356,2644
Madhya Pradesh,DATIA,2008,Kharif,Rice,3960,4995
Madhya Pradesh,DATIA,2009,Whole Year,Maize,2674,2443
Madhya Pradesh,DATIA,2009,Whole Year,Rice,4303,5041
Madhya Pradesh,DATIA,2010,Kharif,Maize,1974,2078
